student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score,caffeine_intake,sleep_quality,diet_score,internet_score,part_job_score,stress_proxy,focus_proxy
S1153,19.0,Female,4.3,3.1,0.7,No,77.9,6.5,Good,0.0,,Average,6.0,No,81.4,3.7,2.8,1,0,0,4.634831893874022,6.1390927069649175
S1154,21.0,Male,3.5,3.3,1.4,No,66.8,7.4,Fair,1.0,Bachelor,Good,3.0,No,65.0,3.4,5.2,0,1,0,4.354665982277457,6.93333233445941
S1155,18.0,Male,1.5,3.0,2.3,No,77.9,6.6,Fair,3.0,High School,Good,10.0,No,57.3,2.1,6.7,0,1,0,3.0678249632367596,7.93217757377694
S1156,23.0,Male,1.9,3.5,1.7,Yes,71.1,6.3,Fair,0.0,High School,Good,8.0,No,57.7,5.9,2.7,0,1,1,5.6109813120197325,4.376346437707952
S1157,18.0,Male,3.0,1.8,0.7,No,100.0,5.5,Poor,4.0,Bachelor,Poor,3.0,No,56.7,3.2,4.6,-1,-1,0,5.4291564360276485,6.684065169145389
S1158,17.0,Female,2.6,1.8,3.0,No,83.8,6.6,Fair,4.0,Bachelor,Good,5.0,Yes,62.3,1.9,6.0,0,1,0,3.5967608863709826,7.508764207727781
S1159,20.0,Female,3.2,1.2,4.4,No,81.5,7.4,Good,3.0,Bachelor,Average,9.0,No,77.9,3.6,5.6,1,0,0,3.662992449013323,7.802447576648181
S1160,23.0,Male,3.6,3.0,2.0,No,93.9,5.1,Fair,0.0,Master,Average,5.0,No,65.2,2.9,1.0,0,0,0,5.8623519067942595,4.722168210277608
S1161,17.0,Other,4.3,3.4,0.8,No,73.8,6.6,Good,6.0,High School,Average,7.0,No,76.8,4.2,7.6,1,0,0,2.6612855591232134,8.123902164366205
S1162,24.0,Female,3.4,3.0,0.1,No,77.3,6.8,Fair,5.0,Master,Average,7.0,No,83.8,3.8,4.0,0,0,0,4.252872411567198,6.911070906127821
S1163,20.0,Male,4.2,4.5,2.1,No,85.7,5.6,Poor,2.0,Master,Good,5.0,No,70.6,3.7,1.8,-1,1,0,5.639570789751497,5.159800435140385
S1164,18.0,Male,3.6,2.5,3.0,No,95.3,5.8,Poor,3.0,High School,Average,2.0,Yes,63.1,4.4,3.2,-1,0,0,6.0574739345948165,5.420718574652555
S1165,17.0,Male,0.5,3.3,2.3,No,90.0,6.8,Fair,4.0,High School,Good,5.0,No,39.0,2.6,7.1,0,1,0,2.9803243439576677,8.028660626461408
S1166,24.0,Male,2.1,1.2,1.8,No,87.5,5.1,Fair,1.0,High School,Average,7.0,No,66.7,3.2,4.4,0,0,0,4.257093948826397,6.24763307652163
S1167,23.0,Male,3.3,2.0,1.2,Yes,85.8,6.9,Poor,0.0,High School,Good,7.0,No,72.2,5.8,3.4,-1,1,1,5.820299527057459,4.355430471076082
S1168,23.0,Male,1.7,3.3,0.6,No,89.0,5.4,Fair,5.0,Bachelor,Good,4.0,Yes,50.1,2.5,5.0,0,1,0,3.089336394986038,7.3746015901613635
S1169,22.0,Male,4.4,3.5,2.7,Yes,87.0,7.8,Fair,2.0,Bachelor,Good,1.0,No,62.4,4.7,4.3,0,1,1,5.9061097489917795,5.952247376661362
S1170,24.0,Male,5.8,2.1,2.8,No,74.7,9.3,Fair,1.0,Bachelor,Good,6.0,No,96.6,2.9,6.2,0,1,0,4.155277992692534,7.945797868110245
S1171,21.0,Female,5.3,2.4,0.1,No,85.5,5.5,Good,0.0,Bachelor,Good,3.0,Yes,85.8,3.1,3.4,1,1,0,4.371992159560985,6.569678876766191
S1172,19.0,Male,3.2,0.7,3.5,No,74.3,7.1,Good,5.0,High School,Good,5.0,No,68.3,2.7,6.1,1,1,0,2.5733092233025823,8.030432381113885
S1173,20.0,Female,5.7,2.1,2.4,No,85.8,5.6,Fair,3.0,Master,Good,4.0,Yes,83.8,4.5,3.4,0,1,0,4.782097378270261,6.317745842272457
S1174,24.0,Male,3.7,3.6,3.3,Yes,80.2,7.7,Good,5.0,High School,Poor,2.0,No,69.3,5.4,3.7,1,-1,1,6.297238638439204,5.3248843598542255
S1175,22.0,Other,3.0,3.2,0.3,No,100.0,5.0,Good,3.0,Master,Good,7.0,No,65.3,3.9,4.2,1,1,0,3.3662074643696194,7.314350787806766
S1176,19.0,Male,2.6,3.1,0.3,No,84.6,7.1,Good,6.0,High School,Average,5.0,Yes,77.5,2.6,4.7,1,0,0,3.4992754817624947,7.7579085084492085
S1177,19.0,Male,3.0,2.6,1.6,No,71.0,5.5,Fair,0.0,Master,Average,7.0,Yes,55.0,4.4,2.8,0,0,0,5.0468232362220595,5.365847590696703
S1178,17.0,Other,2.9,2.5,2.4,Yes,83.7,6.3,Poor,5.0,,Good,9.0,No,65.2,4.4,4.1,-1,1,1,4.842910904189717,6.190712976266355
S1179,19.0,Female,3.8,1.7,3.8,No,90.2,5.3,Good,2.0,High School,Average,4.0,No,58.1,5.9,1.9,1,0,0,5.712777580095721,4.06645296191503
S1180,21.0,Female,3.7,3.3,2.6,Yes,100.0,7.5,Fair,5.0,,Good,5.0,No,69.2,5.5,5.0,0,1,1,5.003839036812187,6.538250011095634
S1181,23.0,Male,3.5,3.0,1.5,Yes,79.1,5.5,Good,0.0,Bachelor,Average,9.0,No,67.4,4.3,4.9,1,0,1,4.854885699129476,5.872627648907679
S1182,22.0,Male,4.2,3.1,0.7,No,69.2,7.2,Good,1.0,Master,Poor,10.0,No,79.9,2.5,6.1,1,-1,0,3.6948186887931693,7.097575025039195
S1183,19.0,Female,5.3,1.9,3.2,No,93.2,6.1,Fair,1.0,High School,Average,4.0,Yes,85.7,4.5,1.5,0,0,0,6.147970255708501,4.904823154329871
S1184,17.0,Female,4.9,0.0,0.7,No,71.2,6.4,Fair,5.0,Master,Poor,5.0,No,96.2,2.6,3.8,0,-1,0,4.59805433472246,6.338047268404682
S1185,21.0,Female,1.3,3.8,3.6,Yes,80.6,6.7,Fair,5.0,Bachelor,Good,5.0,No,40.4,5.1,5.4,0,1,1,4.642841395662503,6.096953608441124
S1186,18.0,Female,0.0,1.9,1.5,No,82.4,5.6,Fair,3.0,Bachelor,Average,8.0,No,55.2,2.1,3.9,0,0,0,4.047555260187758,6.326974146021582
S1187,23.0,Male,4.9,1.5,3.5,No,84.3,6.8,Fair,0.0,Bachelor,Average,4.0,No,73.8,3.7,2.9,0,0,0,5.838874929882692,5.688214951729355
S1188,23.0,Female,1.4,3.3,2.5,No,91.9,8.3,Fair,3.0,High School,Poor,4.0,Yes,46.5,1.7,5.5,0,-1,0,4.937903370990172,6.713270573607421
S1189,22.0,Male,3.2,2.0,1.6,No,78.2,5.6,Fair,2.0,High School,Average,7.0,Yes,60.5,1.9,3.5,0,0,0,4.6253095700756734,5.9626241794843855
S1190,23.0,Male,1.7,3.8,1.2,No,82.3,7.9,Poor,6.0,Master,Good,5.0,No,55.4,2.1,6.0,-1,1,0,4.053792126441468,7.1881018347192915
S1191,19.0,Male,0.8,3.2,1.4,No,84.9,8.3,Good,1.0,Master,Average,6.0,No,45.1,2.6,4.3,1,0,0,4.296946172516666,7.356186776958848
S1192,17.0,Female,4.3,3.3,2.3,No,86.5,5.5,Poor,4.0,Master,Good,6.0,No,69.4,4.2,3.2,-1,1,0,5.170067860321559,6.224900748348166
S1193,23.0,Male,4.6,0.9,1.9,No,86.0,4.8,Good,4.0,Master,Good,6.0,No,81.3,2.5,5.1,1,1,0,3.3084796973125465,7.360164358736697
S1194,23.0,Male,2.6,4.0,1.1,No,89.4,6.9,Good,0.0,High School,Good,10.0,No,66.6,3.2,4.0,1,1,0,3.6525036333998027,7.265227533954561
S1195,18.0,Female,0.0,2.8,1.6,No,93.4,5.8,Fair,0.0,Bachelor,Good,5.0,No,26.7,2.3,3.9,0,1,0,4.870513819402261,6.271597639977825
S1196,18.0,Male,2.7,2.1,1.9,No,88.9,8.7,Good,4.0,High School,Poor,5.0,No,64.5,1.6,6.2,1,-1,0,3.948517676390293,7.753498515418373
S1197,20.0,Female,4.1,2.7,0.0,No,89.5,6.5,Fair,0.0,Master,Average,9.0,Yes,87.1,3.3,4.5,0,0,0,4.076597398221577,6.944925153244018
S1198,21.0,Male,1.3,0.4,2.3,Yes,69.2,5.5,Good,1.0,High School,Good,8.0,Yes,42.2,3.5,4.6,1,1,1,3.751365673931403,6.47806987554594
S1199,19.0,Female,3.8,3.0,0.7,No,85.5,5.1,Fair,2.0,Bachelor,Good,4.0,No,61.6,2.6,4.6,0,1,0,3.858181033107832,6.484714970032234
S1200,23.0,Female,3.5,1.3,0.5,No,89.8,7.8,Fair,2.0,Bachelor,Good,7.0,No,81.9,2.6,5.5,0,1,0,3.556702620797883,7.707667507422169
S1201,24.0,Male,4.4,0.9,0.0,No,92.3,5.8,Fair,3.0,High School,Good,8.0,No,96.5,3.3,4.4,0,1,0,3.377498268356602,7.574249855324442
S1202,23.0,Male,3.7,0.7,0.0,No,78.1,6.6,Fair,1.0,,Average,9.0,No,85.1,3.2,4.5,0,0,0,3.802916957243566,6.9239749876966545
S1203,17.0,Male,2.0,3.8,0.3,No,78.4,7.6,Fair,6.0,Master,Poor,5.0,No,58.5,3.3,5.7,0,-1,0,4.257926441730566,7.248329521351594
S1204,20.0,Male,5.3,1.7,1.0,No,79.3,5.9,Fair,0.0,Bachelor,Good,3.0,Yes,78.4,2.5,3.1,0,1,0,4.881015749436654,6.078803399370738
S1205,21.0,Other,3.3,4.3,3.9,No,90.4,6.4,Fair,0.0,High School,Good,4.0,No,56.4,3.4,3.3,0,1,0,5.2452385366108665,5.918855049033809
S1206,24.0,Male,3.5,1.9,1.2,No,95.3,6.5,Poor,6.0,Bachelor,Average,10.0,Yes,92.6,3.3,5.0,-1,0,0,4.296503137510691,7.249804430068566
S1207,20.0,Female,2.1,0.5,2.0,No,80.9,7.3,Poor,3.0,Bachelor,Good,6.0,Yes,62.3,2.3,4.3,-1,1,0,4.198244104119382,6.563405484883997
S1208,22.0,Male,2.8,1.2,2.2,Yes,94.1,7.2,Fair,3.0,High School,Average,10.0,No,75.8,4.4,4.1,0,0,1,4.774623671321916,6.81106035813304
S1209,21.0,Female,2.2,4.0,1.9,No,86.2,6.2,Poor,0.0,High School,Average,5.0,Yes,47.1,6.3,3.1,-1,0,0,6.821499615991617,3.82042538161423
S1210,23.0,Female,3.2,2.3,1.7,Yes,83.8,6.6,Poor,0.0,Master,Good,9.0,No,66.3,4.9,2.4,-1,1,1,5.608102760757956,4.961809895353352
S1211,23.0,Female,6.1,1.8,0.5,No,82.9,6.1,Good,6.0,Bachelor,Good,3.0,Yes,98.3,4.8,4.3,1,1,0,2.934285848423057,7.4066645735794125
S1212,21.0,Male,1.4,2.7,3.4,No,92.5,4.7,Poor,1.0,Bachelor,Average,2.0,Yes,29.7,3.9,1.0,-1,0,0,7.016993239838521,4.289761872544452
S1213,23.0,Male,1.1,3.1,3.8,No,88.3,6.8,Good,6.0,Bachelor,Poor,6.0,No,45.5,3.3,6.3,1,-1,0,3.685035573847941,7.515698606408537
S1214,19.0,Male,5.7,3.8,0.0,No,100.0,8.8,Fair,3.0,,Average,7.0,No,100.0,3.4,5.4,0,0,0,3.7144887828549233,8.228511662679193
S1215,21.0,Female,3.2,4.2,0.7,No,76.5,5.4,Good,6.0,High School,Good,5.0,Yes,67.5,4.2,6.0,1,1,0,2.4878625634047813,7.5067607299903525
S1216,20.0,Female,2.5,2.1,1.5,No,90.2,5.6,Fair,6.0,High School,Average,1.0,Yes,60.3,2.2,3.6,0,0,0,4.797720933928471,6.162343220077769
S1217,21.0,Other,5.1,0.9,0.7,No,79.7,5.5,Fair,6.0,High School,Good,3.0,No,87.0,3.2,4.7,0,1,0,3.6585484877043135,7.15803478033323
S1218,24.0,Male,2.6,2.0,2.4,No,76.3,7.4,Fair,1.0,Bachelor,Good,3.0,No,48.5,2.3,3.6,0,1,0,4.6301714289084925,6.486010524942727
S1219,23.0,Female,6.2,2.8,1.0,No,84.9,7.0,Fair,5.0,Master,Good,4.0,No,100.0,4.2,6.6,0,1,0,3.6110319728294695,7.7223193708085915
S1220,19.0,Female,4.5,1.3,4.2,No,86.4,6.3,Fair,0.0,High School,Average,10.0,No,82.1,5.6,2.5,0,0,0,5.339513627453169,5.143279053925467
S1221,19.0,Male,2.8,1.4,3.1,No,100.0,5.4,Poor,4.0,High School,Good,6.0,Yes,63.7,1.6,4.7,-1,1,0,4.574608070014206,6.466083388572919
S1222,22.0,Male,6.7,2.9,2.0,No,83.2,6.6,Good,6.0,Bachelor,Average,5.0,No,100.0,5.2,5.6,1,0,0,3.4235706404279,6.829204752143518
S1223,20.0,Female,2.6,2.4,2.9,No,73.7,4.6,Fair,4.0,Master,Average,1.0,No,41.9,2.1,3.4,0,0,0,5.3492306982561,5.189468005123616
S1224,18.0,Female,4.6,2.5,3.0,No,87.7,6.7,Fair,5.0,Bachelor,Poor,6.0,No,72.7,3.5,4.6,0,-1,0,4.971914982075561,6.691130930936678
S1225,18.0,Female,3.9,1.6,1.2,No,64.3,7.5,Good,0.0,Master,Average,9.0,Yes,74.3,3.7,4.9,1,0,0,3.8788336120844704,6.722581503627558
S1226,21.0,Male,5.5,2.2,0.9,Yes,84.1,5.0,Fair,3.0,Bachelor,Good,1.0,No,88.7,5.6,2.3,0,1,1,5.840134879930728,4.0608816959119425
S1227,22.0,Female,5.8,1.4,1.9,No,85.2,4.7,Good,4.0,Bachelor,Average,8.0,Yes,96.6,3.3,4.5,1,0,0,3.5511554720762732,7.032334261357246
S1228,17.0,Male,3.5,3.6,2.7,No,92.9,8.4,Fair,3.0,High School,Average,8.0,Yes,72.6,2.8,6.6,0,0,0,4.144643919956112,8.071185301092935
S1229,21.0,Male,2.4,3.7,2.0,No,94.7,5.8,Good,4.0,High School,Good,3.0,Yes,52.4,3.9,6.1,1,1,0,3.06343683514471,7.646498847834252
S1230,22.0,Male,4.2,0.3,0.1,No,80.0,7.9,Poor,3.0,High School,Poor,9.0,Yes,100.0,1.6,4.9,-1,-1,0,4.833475108806806,6.633493041271913
S1231,20.0,Female,2.5,1.4,0.9,No,83.5,6.3,Good,6.0,Bachelor,Good,8.0,No,73.1,2.5,5.5,1,1,0,1.8032729701411325,8.079892896322868
S1232,20.0,Female,6.5,0.7,1.7,No,77.3,6.3,Good,4.0,Master,Average,3.0,No,100.0,3.9,4.2,1,0,0,3.77928250798305,6.131289436273361
S1233,20.0,Female,3.7,1.7,1.7,No,73.7,7.0,Fair,3.0,Master,Poor,10.0,Yes,80.8,2.4,7.4,0,-1,0,3.4398470400366397,7.730073677440152
S1234,20.0,Male,3.0,2.4,4.0,No,88.1,5.4,Poor,5.0,High School,Good,5.0,No,62.9,5.4,2.8,-1,1,0,5.439981287311904,4.64202557453747
S1235,20.0,Female,3.8,0.8,0.3,No,72.3,6.7,Fair,1.0,High School,Poor,3.0,No,71.5,3.0,4.4,0,-1,0,5.4066061493463,5.893659290630179
S1236,22.0,Male,1.5,1.4,2.4,No,80.9,6.0,Good,3.0,High School,Good,5.0,No,46.2,1.0,6.8,1,1,0,2.5419334156818407,7.483892300431265
S1237,22.0,Female,2.0,1.3,3.4,Yes,75.0,4.9,Fair,1.0,High School,Average,9.0,No,53.8,4.5,2.7,0,0,1,5.697442020404567,5.014522511308393
S1238,19.0,Male,5.3,2.7,4.3,No,90.5,6.9,Fair,1.0,Bachelor,Poor,4.0,Yes,74.2,3.9,3.5,0,-1,0,6.46510561243905,5.727066507477599
S1239,24.0,Male,2.5,2.6,1.4,No,100.0,6.2,Poor,0.0,Master,Poor,6.0,No,52.5,3.5,3.8,-1,-1,0,6.0861732304589315,5.523123692701562
S1240,18.0,Male,1.9,1.6,2.3,No,72.0,6.3,Fair,6.0,Master,Poor,3.0,No,51.2,1.8,4.4,0,-1,0,5.190675415502992,6.0786421020824655
S1241,23.0,Male,4.3,2.7,2.4,Yes,66.5,5.0,Fair,5.0,Bachelor,Poor,3.0,No,60.6,5.4,2.5,0,-1,1,6.655246416326082,3.922586763322276
S1242,20.0,Female,5.3,1.8,2.0,No,83.8,8.4,Good,1.0,Bachelor,Good,5.0,No,91.5,3.8,4.7,1,1,0,4.025598011384741,7.570003242020359
S1243,17.0,Female,4.6,2.2,1.7,No,85.2,7.6,Fair,2.0,Bachelor,Average,8.0,No,87.3,4.0,4.0,0,0,0,4.380108362756925,6.7252011577285264
S1244,23.0,Male,5.0,4.5,2.3,No,87.2,7.7,Good,6.0,High School,Average,8.0,No,98.0,3.3,6.2,1,0,0,3.3837678098620527,8.05893230139382
S1245,22.0,Female,2.4,4.1,0.0,No,80.5,6.1,Fair,1.0,Bachelor,Average,3.0,Yes,47.9,2.7,2.2,0,0,0,5.597002760481068,5.294252072730068
S1246,17.0,Male,1.4,0.9,2.6,Yes,83.0,4.4,Poor,3.0,Bachelor,Good,8.0,No,51.0,3.6,3.5,-1,1,1,5.132688232623133,5.7916453543208934
S1247,17.0,Female,5.8,3.5,1.9,No,88.7,8.8,Fair,1.0,Bachelor,Good,8.0,Yes,90.0,3.5,4.9,0,1,0,3.955547808421011,7.7385228016393794
S1248,17.0,Female,3.0,3.5,1.6,No,95.4,6.4,Fair,3.0,High School,Good,3.0,No,54.1,4.7,3.8,0,1,0,4.4238607212723196,6.263233346403501
S1249,19.0,Female,3.1,1.1,4.1,No,65.4,5.6,Good,3.0,High School,Good,10.0,Yes,58.4,3.6,4.2,1,1,0,3.0165033487524555,7.076320424340809
S1250,22.0,Male,5.5,3.5,1.1,Yes,81.3,7.0,Good,2.0,High School,Average,10.0,No,100.0,4.6,5.5,1,0,1,4.183139972801223,7.306221520840589
S1251,17.0,Female,4.3,4.3,1.4,No,87.1,7.9,Fair,1.0,Master,Average,2.0,No,65.2,4.4,4.0,0,0,0,5.4967564923774415,6.326684574004932
S1252,20.0,Female,4.2,1.2,4.0,No,75.8,6.5,Fair,1.0,High School,Good,10.0,No,85.3,5.2,2.7,0,1,0,4.402446335133114,5.47756344023123
S1253,21.0,Male,6.7,1.4,0.9,No,100.0,8.0,Fair,4.0,Bachelor,Good,2.0,No,93.8,4.5,4.8,0,1,0,3.9031235170858714,7.690261287910044
S1254,17.0,Male,2.5,3.7,1.2,Yes,78.6,7.8,Good,6.0,Bachelor,Average,9.0,No,78.8,3.1,8.1,1,0,1,3.1298845200008367,8.912825187679001
S1255,19.0,Female,4.9,2.8,1.6,No,84.6,5.2,Good,4.0,High School,Average,7.0,No,85.0,3.7,3.6,1,0,0,4.131809929259733,6.877045031309885
S1256,23.0,Female,3.6,3.2,2.7,No,90.6,5.7,Good,0.0,Bachelor,Good,6.0,No,64.5,4.8,4.7,1,1,0,4.330463783653898,6.553208562234687
S1257,22.0,Female,3.9,2.9,2.0,No,79.1,7.6,Fair,3.0,Master,Good,7.0,No,71.0,2.7,5.9,0,1,0,3.5770617826838995,7.650011791590242
S1258,24.0,Female,5.8,3.0,0.4,No,66.5,3.2,Fair,2.0,High School,Average,8.0,No,90.8,5.0,1.7,0,0,0,5.542698203427254,4.401920166765263
S1259,19.0,Female,4.3,0.9,1.2,No,80.7,6.3,Fair,4.0,Master,Good,1.0,No,72.6,3.6,3.7,0,1,0,3.9876592266670503,6.498783439035566
S1260,17.0,Male,4.3,3.8,1.1,No,95.3,4.8,Fair,1.0,High School,Average,8.0,No,70.9,3.4,3.7,0,0,0,4.495790131124724,6.219928143974293
S1261,22.0,Male,5.1,3.9,1.7,Yes,81.6,5.9,Fair,0.0,,Poor,3.0,Yes,65.1,5.8,1.6,0,-1,1,7.988800462543144,2.758730535532325
S1262,21.0,Male,3.0,2.2,2.3,No,76.5,6.1,Poor,2.0,Master,Average,3.0,No,49.1,1.0,4.0,-1,0,0,5.455898661234529,5.251814743819321
S1263,17.0,Female,2.2,2.4,2.3,Yes,94.3,6.1,Poor,5.0,Bachelor,Average,6.0,No,62.7,3.5,3.5,-1,0,1,5.591929707359704,6.02166898995159
S1264,19.0,Male,1.9,0.7,0.0,No,81.7,5.8,Good,1.0,Master,Poor,4.0,No,51.5,1.6,3.9,1,-1,0,4.3905681952177975,6.139793786099909
S1265,18.0,Female,0.6,3.1,3.0,No,79.9,5.2,Good,1.0,Bachelor,Good,4.0,No,18.4,1.7,2.8,1,1,0,4.600165245547674,5.902337593169997
S1266,20.0,Female,6.6,3.2,2.1,No,86.5,9.3,Fair,5.0,Master,Average,4.0,Yes,100.0,5.5,5.2,0,0,0,4.772617937677599,6.578714168146607
S1267,24.0,Female,1.8,2.4,3.3,Yes,92.7,8.7,Fair,3.0,Bachelor,Good,10.0,No,53.3,2.7,6.0,0,1,1,4.105088779728569,7.948701468409178
S1268,23.0,Male,3.2,3.8,2.3,No,100.0,5.1,Fair,3.0,Bachelor,Poor,9.0,No,76.1,3.5,3.3,0,-1,0,5.489974142477071,5.7759630402299384
S1269,19.0,Female,3.1,2.1,3.0,No,93.3,8.4,Good,4.0,Bachelor,Average,8.0,No,85.6,2.9,7.6,1,0,0,2.9613373547846074,8.85364239807803
S1270,22.0,Male,4.0,3.2,2.3,Yes,96.6,6.0,Good,4.0,High School,Good,3.0,Yes,63.0,6.5,4.5,1,1,1,5.501509892256431,5.071782993926662
S1271,24.0,Female,4.7,1.3,3.3,Yes,79.9,6.7,Good,1.0,Master,Good,1.0,No,73.6,3.9,4.0,1,1,1,5.143493747263618,6.4182707559797265
S1272,24.0,Male,4.8,2.5,2.4,Yes,74.7,6.4,Good,6.0,High School,Good,1.0,No,76.2,6.3,3.2,1,1,1,5.960391052982475,4.397246870773881
S1273,24.0,Male,2.6,2.3,1.7,No,85.6,5.7,Fair,1.0,Bachelor,Good,1.0,Yes,45.5,2.9,2.5,0,1,0,5.518077744928665,5.409020432435408
S1274,17.0,Female,3.2,2.8,4.3,No,86.1,7.7,Fair,4.0,High School,Average,4.0,Yes,58.6,2.7,6.0,0,0,0,4.547057985840315,7.1127250206545325
S1275,20.0,Male,3.9,2.1,2.8,No,74.2,6.7,Fair,5.0,Bachelor,Average,6.0,No,77.8,3.8,5.0,0,0,0,4.3267226588565055,6.919276740701777
S1276,17.0,Male,3.1,2.3,2.4,Yes,83.2,5.9,Fair,4.0,High School,Good,4.0,Yes,61.5,4.9,5.6,0,1,1,4.631190051638578,6.508271554167797
S1277,22.0,Female,5.9,3.5,0.4,No,89.0,4.9,Good,1.0,,Good,3.0,No,71.4,4.0,3.3,1,1,0,4.296236103031434,6.163112623951448
S1278,17.0,Female,4.2,2.0,0.4,No,88.6,5.4,Fair,2.0,Master,Good,8.0,Yes,93.9,3.3,4.4,0,1,0,3.6876865804288577,6.770371417441405
S1279,18.0,Female,4.6,0.6,2.1,No,90.0,4.5,Poor,1.0,High School,Good,8.0,No,85.9,3.2,2.7,-1,1,0,4.932099746186173,5.940739574777205
S1280,20.0,Female,4.5,4.6,2.0,No,87.9,6.5,Fair,2.0,Bachelor,Good,6.0,No,73.8,4.4,4.1,0,1,0,4.848157408415543,6.614437764399467
S1281,20.0,Female,5.3,4.2,1.1,Yes,79.9,5.1,Good,2.0,High School,Average,9.0,No,83.3,6.6,3.3,1,0,1,6.1271880220663455,4.241339989828318
S1282,22.0,Male,3.8,0.9,2.0,Yes,79.9,6.2,Fair,1.0,,Good,10.0,No,79.7,5.7,4.6,0,1,1,4.561800068796158,5.511119603104431
S1283,23.0,Male,1.6,3.3,3.5,Yes,73.0,8.1,Good,6.0,High School,Good,1.0,No,47.1,3.2,6.6,1,1,1,3.9363959470491463,7.9162778904206315
S1284,18.0,Male,4.1,1.9,2.6,No,100.0,7.9,Fair,6.0,Bachelor,Good,8.0,No,91.9,4.9,5.6,0,1,0,3.0639125256974444,8.034730896309144
S1285,19.0,Female,2.5,2.8,0.5,Yes,85.1,6.5,Poor,0.0,,Poor,6.0,Yes,60.6,2.6,1.8,-1,-1,1,7.056530015875924,4.584374770480666
S1286,17.0,Female,2.7,2.9,1.7,No,82.8,6.4,Fair,4.0,Master,Average,1.0,No,46.6,2.9,2.3,0,0,0,5.664998150478078,5.755081717732267
S1287,21.0,Male,4.4,2.2,0.9,No,75.7,8.8,Good,6.0,High School,Poor,4.0,Yes,84.2,3.3,6.6,1,-1,0,3.7777043177180554,8.27603998685266
S1288,17.0,Male,5.4,1.6,1.4,No,100.0,7.1,Fair,3.0,High School,Average,5.0,No,95.5,3.7,3.4,0,0,0,4.3042518283743645,6.584414149901418
S1289,24.0,Female,3.5,1.7,1.3,No,74.3,6.1,Good,1.0,High School,Good,7.0,Yes,73.5,2.5,3.1,1,1,0,4.049847312025102,6.501202675310614
S1290,17.0,Male,4.0,1.4,1.3,No,80.7,4.8,Fair,2.0,,Poor,8.0,No,75.9,3.2,3.7,0,-1,0,4.9830398658697765,5.940666930657592
S1291,19.0,Female,6.1,1.5,0.4,No,89.2,7.0,Poor,1.0,Bachelor,Average,9.0,No,100.0,3.2,6.1,-1,0,0,4.299903323602521,7.446910781698127
S1292,17.0,Female,3.9,2.4,1.7,Yes,91.0,7.5,Good,4.0,Master,Average,6.0,Yes,74.2,4.1,5.4,1,0,1,4.422889080385882,7.040995380279521
S1293,18.0,Female,7.4,1.6,1.2,No,94.6,5.7,Fair,5.0,Bachelor,Good,10.0,Yes,100.0,5.2,5.8,0,1,0,2.707992059776264,7.2267088560663755
S1294,18.0,Male,4.3,3.3,0.0,No,100.0,6.8,Fair,6.0,High School,Average,9.0,No,94.9,3.6,6.0,0,0,0,3.1436740968578727,7.848341564445597
S1295,20.0,Female,0.9,4.3,4.1,No,90.1,6.1,Good,6.0,High School,Average,4.0,No,27.6,2.7,5.3,1,0,0,4.093261960901429,7.252175484325971
S1296,22.0,Female,4.6,1.8,3.0,No,74.4,6.3,Fair,6.0,High School,Average,8.0,No,86.2,4.4,6.0,0,0,0,3.682469840603431,7.485164436178787
S1297,23.0,Female,4.1,2.8,1.4,No,82.4,3.5,Good,2.0,Master,Average,3.0,No,60.1,4.3,1.9,1,0,0,5.075308072767962,4.972655175853287
S1298,21.0,Female,5.4,3.1,1.8,No,88.1,6.2,Poor,3.0,High School,Average,4.0,Yes,91.3,4.9,3.1,-1,0,0,5.789019184140379,5.161482956553009
S1299,24.0,Female,4.5,3.1,0.5,No,100.0,7.7,Fair,3.0,Bachelor,Average,10.0,No,93.8,3.8,5.9,0,0,0,3.6328971918783055,8.296460196370047
S1300,17.0,Female,3.3,2.6,3.7,No,71.0,5.7,Poor,6.0,High School,Good,4.0,Yes,61.6,3.0,3.8,-1,1,0,4.827926999527408,5.932925313217141
S1301,17.0,Male,1.7,3.4,3.9,Yes,97.0,6.6,Good,3.0,High School,Average,6.0,No,41.7,4.2,5.4,1,0,1,5.207171243637113,6.697494552877431
S1302,19.0,Female,3.2,3.1,2.0,No,86.8,5.6,Fair,5.0,High School,Poor,9.0,No,74.5,4.1,4.4,0,-1,0,4.227539299951735,6.398015143103757
S1303,22.0,Female,2.2,1.0,2.9,No,93.4,6.9,Good,6.0,,Good,6.0,No,63.7,2.9,5.8,1,1,0,2.363067679253138,8.204790375763144
S1304,18.0,Male,2.6,3.5,2.0,No,84.0,6.2,Good,0.0,Bachelor,Average,1.0,No,39.6,3.2,3.3,1,0,0,5.300145108921844,5.5897961109314585
S1305,21.0,Female,4.4,3.6,0.3,No,76.6,5.4,Fair,2.0,High School,Good,5.0,Yes,87.5,3.9,2.7,0,1,0,4.778343540265088,6.015714318820144
S1306,20.0,Female,6.0,1.6,1.3,No,92.5,8.1,Fair,5.0,Bachelor,Average,9.0,No,100.0,4.5,6.0,0,0,0,3.4244291653913055,8.18317039002807
